Symbol,min_date,max_date,Close_min_date,Close_max_date,Return (%)
SPMD,2023-12-26,2024-03-25,49.00398254394531,52.380001068115234,6.889273787375156
ODC,2023-12-26,2024-03-25,69.10912322998047,73.87000274658203,6.888930569641823
VONV,2023-12-26,2024-03-25,72.21648406982422,77.19000244140625,6.8869572309464235
EZU,2023-12-26,2024-03-25,47.56999969482422,50.845001220703125,6.884594380679044
PFO,2023-12-26,2024-03-25,7.868412494659424,8.40999984741211,6.883057454350296
KNSA,2023-12-26,2024-03-25,18.600000381469727,19.8799991607666,6.881713726049572
DIVB,2023-12-26,2024-03-25,40.91700744628906,43.72999954223633,6.8748725078192106
IWD,2023-12-26,2024-03-25,164.49961853027344,175.80499267578125,6.872583806890255
ADUS,2023-12-26,2024-03-25,96.91999816894531,103.58000183105469,6.87165062725243
DAX,2023-12-26,2024-03-25,30.91761589050293,33.040000915527344,6.864646460907596
UTES,2023-12-26,2024-03-25,44.63200378417969,47.69459915161133,6.86188185106135
PGP,2023-12-26,2024-03-25,7.1402788162231445,7.630000114440918,6.858573885169542
GSEW,2023-12-26,2024-03-25,67.14700317382812,71.75,6.855103889381
AGX,2023-12-26,2024-03-25,47.496150970458984,50.75,6.85076361569762
RBBN,2023-12-26,2024-03-25,2.9200000762939453,3.119999885559082,6.8493083575181215
IYC,2023-12-26,2024-03-25,76.05913543701172,81.26499938964844,6.844495303194642
CHAU,2023-12-26,2024-03-25,13.027961730957031,13.919500350952148,6.843270178455037
PHD,2023-12-26,2024-03-25,9.032148361206055,9.649999618530273,6.840579147016111
ETB,2023-12-26,2024-03-25,12.720443725585938,13.59000015258789,6.8358969683811015
COO,2023-12-26,2024-03-25,94.24250030517578,100.68000030517578,6.830782268248516
MGEE,2023-12-26,2024-03-25,72.13160705566406,77.05000305175781,6.818641919759553
IGD,2023-12-26,2024-03-25,4.882197856903076,5.215000152587891,6.816649087956482
MSC,2023-12-26,2024-03-25,6.460000038146973,6.900000095367432,6.811146356381004
ADSK,2023-12-26,2024-03-25,245.07000732421875,261.75,6.806215439376155
ARCT,2023-12-26,2024-03-25,32.79999923706055,35.029998779296875,6.798779250325906
NOA,2023-12-26,2024-03-25,21.236417770385742,22.68000030517578,6.797674402521501
PIE,2023-12-26,2024-03-25,19.50417709350586,20.829999923706055,6.797635315983894
COP,2023-12-26,2024-03-25,118.17695617675781,126.20999908447266,6.797469800880457
OXM,2023-12-26,2024-03-25,102.53199768066406,109.5,6.79592954097879
EFT,2023-12-26,2024-03-25,12.360142707824707,13.19950008392334,6.790838875729724
CUBA,2023-12-26,2024-03-25,2.6219828128814697,2.799999952316284,6.78940908995432
KLDW,2023-12-26,2024-03-25,41.72700119018555,44.559898376464844,6.789122403901894
LQDT,2023-12-26,2024-03-25,17.110000610351562,18.270000457763672,6.7796598832983594
PTMC,2023-12-26,2024-03-25,33.17900085449219,35.42499923706055,6.769337004505571
UPV,2023-12-26,2024-03-25,58.484535217285156,62.44260025024414,6.76771221358561
THG,2023-12-26,2024-03-25,120.72241973876953,128.88999938964844,6.765586432538943
PXJ,2023-12-26,2024-03-25,29.516809463500977,31.510000228881836,6.7527310763229345
ONEV,2023-12-26,2024-03-25,114.2560806274414,121.97000122070312,6.751431128129413
OUSA,2023-12-26,2024-03-25,45.677005767822266,48.7598991394043,6.749333323756991
F,2023-12-26,2024-03-25,12.122889518737793,12.9399995803833,6.740225260508548
DIVO,2023-12-26,2024-03-25,36.16267776489258,38.59989929199219,6.7396046911816665
GAM,2023-12-26,2024-03-25,43.20000076293945,46.11130142211914,6.739121777232103
SKY,2023-12-26,2024-03-25,76.87999725341797,82.05999755859375,6.737773790627297
CFG,2023-12-26,2024-03-25,33.11894989013672,35.349998474121094,6.736471389899992
PTEN,2023-12-26,2024-03-25,11.093031883239746,11.84000015258789,6.733670985627698
NXST,2023-12-26,2024-03-25,156.63059997558594,167.16000366210938,6.722443563495677
VBFC,2023-12-26,2024-03-25,39.35452651977539,42.0,6.722158069657569
CVY,2023-12-26,2024-03-25,23.744972229003906,25.34000015258789,6.717329075818823
GSG,2023-12-26,2024-03-25,20.6200008392334,22.0049991607666,6.716771412045655
TBLU,2023-12-26,2024-03-22,43.676517486572266,46.61000061035156,6.71638512544219
NWS,2023-12-26,2024-03-25,25.20769691467285,26.899999618530273,6.713436414226201
RYT,2023-12-26,2024-03-22,32.77939224243164,34.97999954223633,6.713386518973001
IVOO,2023-12-26,2024-03-25,94.87999725341797,101.24259948730469,6.705946899316031
IXJ,2023-12-26,2024-03-25,85.94000244140625,91.69609832763672,6.697807450209191
PTEU,2023-12-26,2024-03-25,24.92599868774414,26.594999313354492,6.695822488472576
FXD,2023-12-26,2024-03-25,59.27001953125,63.23649978637695,6.692220259916794
JHMM,2023-12-26,2024-03-25,52.869998931884766,56.407501220703125,6.6909445059303145
TPYP,2023-12-26,2024-03-25,25.83182144165039,27.559999465942383,6.690112922140032
BNS,2023-12-26,2024-03-25,47.36870574951172,50.53499984741211,6.6843584763407415
FCX,2023-12-26,2024-03-25,42.67444610595703,45.52669906616211,6.683749223418567
FE,2023-12-26,2024-03-25,35.92864227294922,38.33000183105469,6.683691356501549
SOHU,2023-12-26,2024-03-25,9.579999923706055,10.220000267028809,6.680588188096433
UAL,2023-12-26,2024-03-25,42.08000183105469,44.88999938964844,6.677750561598112
USMV,2023-12-26,2024-03-25,77.2737808227539,82.43000030517578,6.672663648034656
AWF,2023-12-26,2024-03-25,9.947157859802246,10.609999656677246,6.663630015902629
XLB,2023-12-26,2024-03-25,85.69217681884766,91.4000015258789,6.66084690449343
OVBC,2023-12-26,2024-03-22,22.492780685424805,23.989999771118164,6.65644282329018
FSTA,2023-12-26,2024-03-25,44.090755462646484,47.02510070800781,6.655239209605501
BFOR,2023-12-26,2024-03-25,62.81999969482422,66.98999786376953,6.638010489020873
ARDC,2023-12-26,2024-03-25,13.147960662841797,14.018400192260742,6.620338710618022
RILYG,2023-12-26,2024-03-25,15.70162296295166,16.739999771118164,6.61318139288262
CLX,2023-12-26,2024-03-25,140.7566375732422,150.05999755859375,6.609535540027797
RWK,2023-12-26,2024-03-25,105.6373291015625,112.61000061035156,6.60057535351481
VHT,2023-12-26,2024-03-25,249.24000549316406,265.69000244140625,6.600062825264769
